accx,accy,accz,gyrx,gyry,gyrz,qw,qx,qy,qz,qyaw,qpitch,qroll,yaw,pitch,roll,gravaccx,gravaccy,gravaccz,counter
-0.41,0.87,-0.54,-5.07,-21.18,11.96,0.51,0.74,-0.43,-0.04,-47.58,-22.27,121.27,-55.09,-22.27,121.27,0.38,1.25,-0.06,304007,1721297164.7491913
-0.40,0.84,-0.55,-0.24,-19.47,11.11,0.51,0.75,-0.43,-0.04,-47.46,-22.20,121.42,-54.97,-22.20,121.42,0.39,1.22,-0.06,304008,1721297164.7531786
-0.38,0.85,-0.52,-6.47,-21.67,13.18,0.51,0.75,-0.43,-0.04,-47.22,-22.06,121.29,-54.73,-22.06,121.29,0.41,1.22,-0.04,304009,1721297164.7551732
-0.40,0.87,-0.47,-2.93,-20.08,12.63,0.51,0.75,-0.43,-0.04,-46.84,-22.08,120.77,-54.35,-22.08,120.77,0.39,1.25,0.00,304010,1721297164.764158
-0.39,0.84,-0.52,-1.22,-19.96,12.02,0.51,0.75,-0.42,-0.04,-46.67,-22.02,120.81,-54.18,-22.02,120.81,0.41,1.21,-0.04,304011,1721297164.7741222
-0.37,0.82,-0.53,-0.79,-19.65,12.45,0.51,0.75,-0.42,-0.04,-46.54,-21.82,121.02,-54.05,-21.82,121.02,0.43,1.19,-0.05,304012,1721297164.782101
-0.36,0.84,-0.47,-4.88,-20.63,13.85,0.51,0.75,-0.42,-0.04,-46.22,-21.66,120.66,-53.73,-21.66,120.66,0.44,1.21,0.00,304013,1721297164.7930727
-0.38,0.84,-0.49,-0.85,-19.53,12.70,0.51,0.75,-0.42,-0.04,-45.99,-21.62,120.54,-53.50,-21.62,120.54,0.42,1.21,-0.02,304014,1721297164.8070354
-0.38,0.84,-0.48,-3.85,-20.81,13.79,0.51,0.75,-0.42,-0.04,-45.72,-21.57,120.35,-53.23,-21.57,120.35,0.42,1.20,-0.01,304015,1721297164.8130188
-0.35,0.82,-0.47,-2.38,-20.32,13.55,0.51,0.75,-0.41,-0.04,-45.48,-21.41,120.18,-52.99,-21.41,120.18,0.45,1.19,-0.00,304016,1721297164.8160117
-0.33,0.86,-0.46,-3.60,-21.00,14.10,0.52,0.75,-0.41,-0.04,-45.13,-21.00,119.76,-52.64,-21.00,119.76,0.49,1.22,0.01,304017,1721297164.828979
-0.35,0.80,-0.44,-2.69,-20.57,13.61,0.52,0.75,-0.41,-0.04,-44.88,-21.01,119.56,-52.39,-21.01,119.56,0.46,1.15,0.02,304018,1721297164.8339653
-0.31,0.80,-0.50,1.34,-19.04,13.73,0.51,0.75,-0.41,-0.04,-44.79,-20.58,119.85,-52.30,-20.58,119.85,0.51,1.15,-0.04,304019,1721297164.84146
-0.30,0.81,-0.45,-6.96,-22.09,15.38,0.52,0.75,-0.40,-0.05,-44.49,-20.21,119.57,-52.00,-20.21,119.57,0.52,1.16,0.02,304020,1721297164.8544252
-0.29,0.81,-0.41,0.00,-19.78,13.61,0.52,0.75,-0.40,-0.05,-44.15,-19.87,119.14,-51.66,-19.87,119.14,0.53,1.15,0.04,304021,1721297164.8594108
-0.31,0.83,-0.43,-2.44,-21.12,13.61,0.52,0.75,-0.40,-0.05,-43.81,-19.62,118.77,-51.32,-19.62,118.77,0.52,1.17,0.03,304022,1721297164.8683865
-0.27,0.83,-0.45,-0.06,-20.87,12.94,0.52,0.76,-0.39,-0.05,-43.52,-19.02,118.59,-51.03,-19.02,118.59,0.56,1.16,0.01,304023,1721297164.8793578
-0.27,0.78,-0.42,-2.44,-21.79,13.00,0.52,0.76,-0.39,-0.06,-43.27,-18.76,118.47,-50.78,-18.76,118.47,0.56,1.10,0.03,304024,1721297164.8903286
-0.26,0.81,-0.45,0.98,-20.26,12.57,0.52,0.76,-0.39,-0.06,-43.07,-18.36,118.47,-50.58,-18.36,118.47,0.57,1.12,0.01,304025,1721297164.896312
-0.27,0.80,-0.45,-1.77,-21.42,12.88,0.52,0.76,-0.38,-0.06,-42.87,-18.05,118.51,-50.38,-18.05,118.51,0.57,1.11,0.00,304026,1721297164.9052875
-0.26,0.85,-0.42,-1.34,-21.30,12.82,0.52,0.76,-0.38,-0.06,-42.59,-17.70,118.18,-50.10,-17.70,118.18,0.58,1.16,0.03,304027,1721297164.9132671
-0.29,0.81,-0.40,-1.95,-21.55,12.15,0.52,0.76,-0.38,-0.06,-42.27,-17.71,117.79,-49.78,-17.71,117.79,0.55,1.12,0.05,304028,1721297164.9222486
-0.30,0.79,-0.45,4.82,-19.23,10.68,0.52,0.76,-0.38,-0.06,-42.12,-17.74,117.97,-49.63,-17.74,117.97,0.55,1.10,0.00,304029,1721297164.9367216
-0.28,0.84,-0.43,-4.64,-22.34,13.24,0.52,0.76,-0.38,-0.06,-41.86,-17.61,117.76,-49.37,-17.61,117.76,0.56,1.14,0.01,304030,1721297164.9506955
-0.30,0.82,-0.38,-0.67,-20.75,12.33,0.53,0.76,-0.37,-0.06,-41.53,-17.73,117.34,-49.04,-17.73,117.34,0.54,1.12,0.05,304031,1721297164.9596596
-0.30,0.75,-0.42,1.28,-20.02,12.33,0.53,0.76,-0.37,-0.06,-41.38,-17.91,117.53,-48.89,-17.91,117.53,0.55,1.06,0.02,304032,1721297164.9776115
-0.29,0.79,-0.42,-1.40,-20.81,13.24,0.53,0.76,-0.37,-0.06,-41.19,-17.91,117.47,-48.70,-17.91,117.47,0.55,1.10,0.02,304033,1721297164.994568
-0.30,0.81,-0.38,-2.56,-21.06,13.61,0.53,0.76,-0.37,-0.05,-40.84,-18.02,117.05,-48.35,-18.02,117.05,0.54,1.12,0.05,304034,1721297165.0115216
-0.27,0.77,-0.43,2.62,-19.17,12.76,0.53,0.76,-0.37,-0.05,-40.70,-17.84,117.36,-48.21,-17.84,117.36,0.57,1.08,0.00,304035,1721297165.0224962
-0.26,0.83,-0.42,-2.26,-20.51,14.34,0.53,0.76,-0.37,-0.06,-40.47,-17.54,117.25,-47.98,-17.54,117.25,0.58,1.13,0.01,304036,1721297165.02848
-0.28,0.81,-0.41,-0.18,-20.14,13.24,0.53,0.76,-0.36,-0.06,-40.23,-17.44,117.13,-47.74,-17.44,117.13,0.57,1.11,0.02,304037,1721297165.043955
-0.25,0.81,-0.40,-1.46,-20.69,13.43,0.53,0.77,-0.36,-0.06,-39.96,-17.14,116.90,-47.47,-17.14,116.90,0.60,1.11,0.03,304038,1721297165.0539286
-0.20,0.82,-0.41,0.49,-20.02,12.57,0.53,0.77,-0.36,-0.06,-39.73,-16.44,116.81,-47.24,-16.44,116.81,0.66,1.10,0.02,304039,1721297165.0678916
-0.16,0.74,-0.37,-0.24,-20.26,12.15,0.53,0.77,-0.35,-0.07,-39.51,-15.68,116.74,-47.02,-15.68,116.74,0.70,1.01,0.06,304040,1721297165.0788622
-0.08,0.75,-0.35,0.37,-20.14,11.29,0.53,0.77,-0.35,-0.08,-39.24,-14.36,116.47,-46.75,-14.36,116.47,0.78,1.00,0.08,304041,1721297165.0858438
-0.10,0.82,-0.36,0.98,-21.36,9.40,0.53,0.77,-0.34,-0.08,-38.98,-13.47,116.11,-46.49,-13.47,116.11,0.77,1.05,0.07,304042,1721297165.092839
-0.13,0.83,-0.31,-4.94,-23.93,9.16,0.53,0.77,-0.33,-0.09,-38.57,-12.79,115.23,-46.08,-12.79,115.23,0.76,1.05,0.11,304043,1721297165.10579
-0.19,0.89,-0.45,6.59,-20.45,4.64,0.53,0.77,-0.33,-0.09,-38.43,-12.60,115.44,-45.94,-12.60,115.44,0.69,1.11,-0.03,304044,1721297165.1197534
-0.22,0.96,-0.53,-0.61,-23.19,5.68,0.53,0.78,-0.33,-0.09,-38.28,-12.46,116.00,-45.79,-12.46,116.00,0.65,1.18,-0.11,304045,1721297165.1257396
-0.12,0.89,-0.46,0.92,-21.85,5.62,0.53,0.78,-0.33,-0.09,-38.10,-11.67,116.19,-45.61,-11.67,116.19,0.76,1.10,-0.03,304046,1721297165.1347153
-0.20,0.94,-0.52,3.97,-20.26,5.74,0.52,0.78,-0.33,-0.09,-38.00,-11.58,116.55,-45.51,-11.58,116.55,0.67,1.14,-0.08,304047,1721297165.1452
-0.30,0.91,-0.40,-3.05,-22.89,6.77,0.53,0.78,-0.33,-0.08,-37.70,-12.34,116.12,-45.21,-12.34,116.12,0.57,1.13,0.03,304048,1721297165.1571684
-0.28,0.94,-0.45,4.33,-20.57,5.49,0.53,0.78,-0.33,-0.08,-37.50,-12.72,116.03,-45.01,-12.72,116.03,0.60,1.16,-0.02,304049,1721297165.1651475
-0.28,1.00,-0.42,2.08,-21.24,6.23,0.53,0.78,-0.33,-0.08,-37.19,-12.98,115.55,-44.70,-12.98,115.55,0.60,1.22,0.00,304050,1721297165.1711314
-0.22,0.92,-0.36,-0.49,-22.89,6.10,0.54,0.78,-0.32,-0.08,-36.92,-12.99,115.06,-44.43,-12.99,115.06,0.66,1.14,0.05,304051,1721297165.1711314
-0.24,0.98,-0.52,8.73,-18.68,5.92,0.53,0.78,-0.32,-0.08,-36.83,-12.93,115.50,-44.34,-12.93,115.50,0.64,1.20,-0.10,304052,1721297165.1721287
-0.24,0.97,-0.48,-0.55,-21.61,8.12,0.53,0.78,-0.32,-0.08,-36.64,-12.87,115.55,-44.15,-12.87,115.55,0.64,1.19,-0.06,304053,1721297165.1731262
-0.25,0.91,-0.46,5.98,-18.92,7.51,0.53,0.78,-0.32,-0.07,-36.49,-12.98,115.74,-44.00,-12.98,115.74,0.63,1.14,-0.04,304054,1721297165.178112
-0.35,0.97,-0.46,1.71,-20.69,8.85,0.53,0.78,-0.32,-0.07,-36.28,-13.64,115.65,-43.79,-13.64,115.65,0.53,1.20,-0.04,304055,1721297165.1811044
-0.35,0.95,-0.37,0.92,-21.42,8.42,0.54,0.78,-0.32,-0.06,-35.94,-14.37,115.06,-43.45,-14.37,115.06,0.53,1.19,0.04,304056,1721297165.1821032
-0.40,1.00,-0.40,2.99,-21.97,8.00,0.54,0.77,-0.32,-0.06,-35.59,-15.21,114.55,-43.10,-15.21,114.55,0.48,1.27,0.01,304057,1721297165.183103
-0.40,0.99,-0.33,-3.30,-24.11,8.91,0.55,0.77,-0.32,-0.05,-35.11,-16.02,113.59,-42.62,-16.02,113.59,0.48,1.27,0.06,304058,1721297165.2020538
-0.33,0.99,-0.40,6.96,-20.94,6.16,0.55,0.77,-0.32,-0.05,-34.89,-16.16,113.39,-42.40,-16.16,113.39,0.55,1.27,-0.02,304059,1721297165.2040465
-0.42,1.04,-0.38,-3.05,-24.05,8.00,0.56,0.76,-0.32,-0.05,-34.51,-16.84,112.84,-42.02,-16.84,112.84,0.46,1.33,-0.01,304060,1721297165.208032
-0.38,0.95,-0.46,8.85,-19.23,6.04,0.56,0.76,-0.32,-0.04,-34.44,-17.25,113.26,-41.95,-17.25,113.26,0.50,1.24,-0.08,304061,1721297165.2170124
-0.39,0.95,-0.51,8.73,-19.29,6.96,0.55,0.77,-0.33,-0.04,-34.45,-17.62,113.97,-41.96,-17.62,113.97,0.48,1.25,-0.12,304062,1721297165.2259889
-0.40,0.96,-0.36,-6.59,-23.86,11.23,0.56,0.76,-0.32,-0.03,-34.07,-18.12,113.39,-41.58,-18.12,113.39,0.47,1.27,0.02,304063,1721297165.234965
-0.36,0.96,-0.46,10.01,-18.31,7.69,0.55,0.77,-0.32,-0.03,-33.97,-18.20,113.72,-41.48,-18.20,113.72,0.51,1.27,-0.08,304064,1721297165.2434568
-0.39,1.01,-0.34,-8.73,-24.96,10.80,0.56,0.76,-0.32,-0.03,-33.51,-18.47,112.90,-41.02,-18.47,112.90,0.48,1.32,0.03,304065,1721297165.2544289
-0.39,0.98,-0.43,9.70,-18.49,6.10,0.56,0.76,-0.32,-0.03,-33.39,-18.68,113.04,-40.90,-18.68,113.04,0.48,1.30,-0.06,304066,1721297165.2604117
-0.44,1.00,-0.46,6.16,-19.96,6.77,0.56,0.76,-0.32,-0.02,-33.24,-19.14,113.28,-40.75,-19.14,113.28,0.43,1.33,-0.09,304067,1721297165.2713826
-0.37,0.92,-0.42,-1.34,-21.79,8.30,0.56,0.76,-0.32,-0.02,-33.07,-19.30,113.33,-40.58,-19.30,113.33,0.49,1.25,-0.04,304068,1721297165.280359
-0.31,0.99,-0.51,4.15,-20.57,7.57,0.55,0.77,-0.32,-0.02,-33.04,-18.76,113.93,-40.55,-18.76,113.93,0.56,1.31,-0.13,304069,1721297165.2933247
-0.28,1.02,-0.37,-6.71,-23.80,9.34,0.56,0.77,-0.32,-0.03,-32.64,-18.23,113.28,-40.15,-18.23,113.28,0.59,1.33,0.00,304070,1721297165.2993095
-0.30,1.04,-0.40,3.66,-20.63,6.47,0.56,0.77,-0.31,-0.03,-32.34,-17.81,112.95,-39.85,-17.81,112.95,0.58,1.35,-0.03,304071,1721297165.3122728
-0.33,0.94,-0.32,-3.60,-22.40,7.75,0.56,0.76,-0.31,-0.03,-31.94,-17.89,112.26,-39.45,-17.89,112.26,0.55,1.25,0.04,304072,1721297165.3182683
-0.32,0.88,-0.40,4.52,-19.84,5.37,0.56,0.77,-0.31,-0.03,-31.84,-17.99,112.56,-39.35,-17.99,112.56,0.56,1.19,-0.04,304073,1721297165.3262408
-0.43,0.94,-0.42,-0.73,-22.71,6.96,0.56,0.77,-0.31,-0.02,-31.68,-18.66,112.68,-39.19,-18.66,112.68,0.44,1.26,-0.05,304074,1721297165.3352182
-0.35,0.90,-0.35,0.18,-21.67,7.39,0.56,0.76,-0.31,-0.02,-31.44,-18.85,112.45,-38.95,-18.85,112.45,0.52,1.22,0.01,304075,1721297165.3427124
-0.38,0.93,-0.44,11.72,-18.31,5.37,0.56,0.77,-0.31,-0.01,-31.37,-19.04,112.84,-38.88,-19.04,112.84,0.49,1.26,-0.07,304076,1721297165.3536851
-0.34,0.98,-0.27,-12.08,-26.25,11.23,0.57,0.76,-0.31,-0.02,-30.78,-18.94,111.66,-38.29,-18.94,111.66,0.54,1.31,0.07,304077,1721297165.3746269
-0.29,0.98,-0.38,12.45,-18.07,6.23,0.57,0.76,-0.30,-0.02,-30.58,-18.50,111.65,-38.09,-18.50,111.65,0.59,1.30,-0.03,304078,1721297165.3816075
-0.32,0.98,-0.28,-8.48,-25.15,10.99,0.58,0.76,-0.30,-0.02,-30.08,-18.32,110.72,-37.59,-18.32,110.72,0.57,1.30,0.06,304079,1721297165.3915808
-0.27,0.90,-0.35,11.84,-18.62,6.96,0.57,0.76,-0.30,-0.02,-29.90,-17.96,110.83,-37.41,-17.96,110.83,0.62,1.21,-0.01,304080,1721297165.4035492
-0.32,0.89,-0.27,-5.13,-24.41,10.80,0.58,0.76,-0.29,-0.02,-29.48,-18.12,110.18,-36.99,-18.12,110.18,0.57,1.20,0.05,304081,1721297165.412525
-0.28,0.85,-0.22,-3.60,-23.68,10.62,0.59,0.76,-0.29,-0.02,-29.00,-18.03,109.29,-36.51,-18.03,109.29,0.62,1.16,0.10,304082,1721297165.4205046
-0.30,0.85,-0.32,10.68,-20.02,7.87,0.58,0.76,-0.29,-0.02,-28.87,-18.04,109.46,-36.38,-18.04,109.46,0.60,1.16,-0.00,304083,1721297165.4294834
-0.29,0.81,-0.21,-2.69,-24.54,10.56,0.59,0.76,-0.29,-0.02,-28.42,-18.19,108.72,-35.93,-18.19,108.72,0.61,1.12,0.09,304084,1721297165.438972
-0.21,0.85,-0.29,9.28,-20.63,7.87,0.59,0.76,-0.28,-0.02,-28.21,-17.48,108.74,-35.72,-17.48,108.74,0.70,1.15,0.02,304085,1721297165.4449556
-0.28,0.94,-0.28,0.31,-24.29,9.77,0.59,0.76,-0.28,-0.02,-27.87,-17.24,108.35,-35.38,-17.24,108.35,0.63,1.24,0.02,304086,1721297165.4549308
-0.27,0.95,-0.33,11.35,-20.26,7.14,0.59,0.76,-0.28,-0.02,-27.70,-16.94,108.52,-35.21,-16.94,108.52,0.64,1.25,-0.03,304087,1721297165.4649026
-0.34,1.05,-0.41,4.46,-22.46,9.40,0.59,0.76,-0.27,-0.02,-27.59,-16.92,108.89,-35.10,-16.92,108.89,0.56,1.34,-0.10,304088,1721297165.4848554
-0.28,0.95,-0.42,10.62,-19.96,8.24,0.58,0.77,-0.27,-0.02,-27.57,-16.67,109.57,-35.08,-16.67,109.57,0.62,1.24,-0.10,304089,1721297165.4938252
-0.28,0.92,-0.46,14.47,-18.92,7.51,0.57,0.77,-0.27,-0.02,-27.66,-16.45,110.66,-35.17,-16.45,110.66,0.62,1.20,-0.12,304090,1721297165.5018044
-0.35,0.92,-0.33,-2.32,-23.99,11.96,0.58,0.77,-0.27,-0.02,-27.41,-16.83,110.46,-34.92,-16.83,110.46,0.55,1.21,0.01,304091,1721297165.507788
-0.42,0.95,-0.42,16.78,-17.52,8.42,0.57,0.77,-0.28,-0.01,-27.35,-17.62,111.11,-34.86,-17.62,111.11,0.47,1.25,-0.08,304092,1721297165.5197566
-0.41,0.95,-0.25,-3.97,-23.93,13.49,0.58,0.77,-0.28,-0.00,-26.84,-18.30,110.17,-34.35,-18.30,110.17,0.48,1.27,0.07,304093,1721297165.5267434
-0.36,0.97,-0.35,18.49,-16.78,9.09,0.58,0.77,-0.28,-0.00,-26.65,-18.39,110.26,-34.16,-18.39,110.26,0.53,1.29,-0.02,304094,1721297165.5402205
-0.33,0.84,-0.26,0.55,-22.77,12.33,0.58,0.76,-0.27,-0.00,-26.27,-18.65,109.75,-33.78,-18.65,109.75,0.56,1.16,0.06,304095,1721297165.548199
-0.29,0.86,-0.37,16.30,-16.97,9.03,0.58,0.77,-0.27,-0.00,-26.25,-18.43,110.30,-33.76,-18.43,110.30,0.60,1.17,-0.04,304096,1721297165.5491962
-0.29,0.93,-0.39,6.04,-20.32,11.90,0.58,0.77,-0.27,-0.00,-26.14,-18.10,110.64,-33.65,-18.10,110.64,0.60,1.24,-0.06,304097,1721297165.5491962
-0.23,0.85,-0.31,10.44,-18.98,10.31,0.58,0.77,-0.27,-0.00,-25.92,-17.61,110.62,-33.43,-17.61,110.62,0.66,1.15,0.02,304098,1721297165.550194
-0.36,0.94,-0.38,8.85,-20.26,10.31,0.58,0.77,-0.27,-0.00,-25.78,-17.85,110.77,-33.29,-17.85,110.77,0.53,1.24,-0.04,304099,1721297165.5561776
-0.33,0.88,-0.28,-0.61,-23.13,11.29,0.58,0.77,-0.27,0.00,-25.42,-18.06,110.29,-32.93,-18.06,110.29,0.56,1.19,0.05,304100,1721297165.5711367
-0.34,0.89,-0.37,18.31,-17.76,6.47,0.58,0.77,-0.27,0.00,-25.34,-18.25,110.69,-32.85,-18.25,110.69,0.55,1.20,-0.04,304101,1721297165.5741284
-0.33,0.88,-0.26,-0.43,-24.35,9.16,0.58,0.77,-0.26,0.01,-24.93,-18.46,110.08,-32.44,-18.46,110.08,0.56,1.20,0.06,304102,1721297165.5831058
-0.31,0.85,-0.39,20.14,-17.27,4.76,0.58,0.77,-0.26,0.01,-24.96,-18.45,110.86,-32.47,-18.45,110.86,0.58,1.17,-0.05,304103,1721297165.5930777
-0.34,0.85,-0.36,11.05,-20.69,6.71,0.57,0.78,-0.26,0.01,-24.84,-18.70,111.19,-32.35,-18.70,111.19,0.54,1.18,-0.02,304104,1721297165.6030514
-0.23,0.83,-0.33,8.79,-20.45,7.26,0.57,0.78,-0.26,0.01,-24.64,-18.16,111.22,-32.15,-18.16,111.22,0.65,1.15,0.02,304105,1721297165.6100326
-0.30,0.95,-0.35,8.30,-21.48,7.63,0.57,0.78,-0.26,0.01,-24.38,-17.93,111.11,-31.89,-17.93,111.11,0.59,1.26,-0.01,304106,1721297165.6279883
-0.27,0.83,-0.31,11.11,-19.17,6.96,0.57,0.78,-0.26,0.01,-24.19,-17.82,111.05,-31.70,-17.82,111.05,0.62,1.14,0.03,304107,1721297165.6289856
-0.31,0.88,-0.43,24.11,-15.08,4.39,0.57,0.78,-0.26,0.01,-24.24,-17.81,111.86,-31.75,-17.81,111.86,0.57,1.19,-0.07,304108,1721297165.6404688
-0.34,0.89,-0.26,-5.19,-24.29,11.35,0.57,0.78,-0.25,0.01,-23.76,-18.12,111.03,-31.27,-18.12,111.03,0.55,1.20,0.08,304109,1721297165.645455
-0.34,0.85,-0.41,23.86,-14.71,5.25,0.57,0.78,-0.26,0.02,-23.81,-18.39,111.86,-31.32,-18.39,111.86,0.54,1.17,-0.06,304110,1721297165.6554294
-0.36,0.87,-0.29,-3.66,-23.74,11.78,0.57,0.78,-0.26,0.02,-23.42,-18.76,111.29,-30.93,-18.76,111.29,0.53,1.19,0.05,304111,1721297165.6674035
-0.32,0.89,-0.41,20.51,-15.75,6.71,0.57,0.78,-0.25,0.02,-23.40,-18.66,111.87,-30.91,-18.66,111.87,0.56,1.21,-0.05,304112,1721297165.6743772
-0.30,0.85,-0.31,-2.87,-22.89,12.33,0.57,0.78,-0.25,0.02,-23.07,-18.60,111.52,-30.58,-18.60,111.52,0.58,1.17,0.04,304113,1721297165.682356
-0.25,0.81,-0.35,9.34,-18.55,9.77,0.57,0.78,-0.25,0.02,-22.96,-18.14,111.83,-30.47,-18.14,111.83,0.64,1.12,-0.00,304114,1721297165.6923294
-0.30,0.83,-0.30,-3.78,-22.83,12.63,0.57,0.78,-0.25,0.02,-22.57,-18.20,111.38,-30.08,-18.20,111.38,0.58,1.15,0.05,304115,1721297165.702304
-0.29,0.83,-0.35,7.93,-18.68,10.07,0.57,0.78,-0.25,0.02,-22.44,-18.12,111.65,-29.95,-18.12,111.65,0.60,1.14,-0.00,304116,1721297165.7122762
-0.33,0.86,-0.36,5.07,-20.32,10.80,0.57,0.78,-0.25,0.02,-22.29,-18.28,111.78,-29.80,-18.28,111.78,0.55,1.18,-0.01,304117,1721297165.724258
-0.29,0.82,-0.34,8.30,-19.04,9.58,0.57,0.79,-0.24,0.02,-22.14,-18.21,111.89,-29.65,-18.21,111.89,0.59,1.14,0.01,304118,1721297165.7312393
-0.32,0.92,-0.35,3.23,-21.12,10.50,0.57,0.79,-0.24,0.02,-21.88,-18.17,111.73,-29.39,-18.17,111.73,0.56,1.23,-0.00,304119,1721297165.736227
-0.28,0.85,-0.29,-4.15,-23.07,11.72,0.57,0.78,-0.24,0.02,-21.52,-18.07,111.25,-29.03,-18.07,111.25,0.60,1.16,0.05,304120,1721297165.7487066
-0.29,0.86,-0.45,18.49,-16.42,6.29,0.57,0.79,-0.24,0.02,-21.63,-17.87,112.24,-29.14,-17.87,112.24,0.59,1.17,-0.09,304121,1721297165.7616715
-0.28,0.83,-0.28,-7.32,-24.29,11.47,0.57,0.79,-0.24,0.02,-21.23,-17.83,111.62,-28.74,-17.83,111.62,0.61,1.13,0.07,304122,1721297165.7736397
-0.30,0.87,-0.42,17.27,-16.91,5.62,0.56,0.79,-0.24,0.02,-21.24,-17.75,112.27,-28.75,-17.75,112.27,0.58,1.17,-0.06,304123,1721297165.7836149
-0.34,0.89,-0.34,-0.61,-22.95,9.83,0.57,0.79,-0.23,0.03,-20.97,-17.96,112.01,-28.48,-17.96,112.01,0.55,1.19,0.02,304124,1721297165.7905955
-0.28,0.81,-0.34,10.01,-18.55,6.90,0.57,0.79,-0.23,0.03,-20.81,-17.94,112.11,-28.32,-17.94,112.11,0.60,1.12,0.02,304125,1721297165.7985735
-0.35,0.82,-0.39,2.69,-21.91,8.54,0.56,0.79,-0.23,0.03,-20.73,-18.36,112.52,-28.24,-18.36,112.52,0.53,1.13,-0.03,304126,1721297165.8065524
-0.30,0.84,-0.35,6.04,-20.14,7.69,0.56,0.79,-0.23,0.03,-20.52,-18.36,112.52,-28.03,-18.36,112.52,0.58,1.15,0.01,304127,1721297165.812536
-0.36,0.93,-0.38,9.46,-19.47,6.96,0.56,0.79,-0.23,0.04,-20.31,-18.57,112.51,-27.82,-18.57,112.51,0.51,1.25,-0.02,304128,1721297165.819519
-0.37,0.87,-0.30,-1.83,-22.16,9.58,0.57,0.79,-0.23,0.04,-19.94,-19.03,112.00,-27.45,-19.03,112.00,0.51,1.19,0.05,304129,1721297165.8314886
-0.36,0.91,-0.41,9.70,-18.98,7.63,0.56,0.79,-0.23,0.04,-19.85,-19.16,112.34,-27.36,-19.16,112.34,0.51,1.24,-0.05,304130,1721297165.8364758
-0.32,0.86,-0.31,-3.36,-21.91,10.99,0.57,0.79,-0.23,0.04,-19.56,-19.15,111.97,-27.07,-19.15,111.97,0.56,1.19,0.04,304131,1721297165.8439705
-0.30,0.86,-0.42,12.76,-16.85,7.45,0.56,0.79,-0.23,0.04,-19.55,-18.91,112.54,-27.06,-18.91,112.54,0.57,1.19,-0.05,304132,1721297165.852948
-0.36,0.90,-0.33,-6.84,-23.50,12.21,0.57,0.79,-0.23,0.04,-19.21,-19.14,112.10,-26.72,-19.14,112.10,0.51,1.22,0.03,304133,1721297165.8599281
-0.32,0.87,-0.40,11.72,-17.03,7.87,0.56,0.79,-0.23,0.04,-19.14,-19.04,112.49,-26.65,-19.04,112.49,0.55,1.20,-0.04,304134,1721297165.874888
-0.34,0.91,-0.32,-6.96,-23.50,12.21,0.57,0.79,-0.22,0.05,-18.74,-19.07,111.89,-26.25,-19.07,111.89,0.54,1.24,0.04,304135,1721297165.893838
-0.28,0.94,-0.34,8.61,-18.43,8.61,0.57,0.79,-0.22,0.04,-18.46,-18.58,111.63,-25.97,-18.58,111.63,0.60,1.26,0.01,304136,1721297165.8988247
-0.32,0.95,-0.36,7.87,-18.92,8.85,0.57,0.79,-0.22,0.04,-18.22,-18.43,111.54,-25.73,-18.43,111.54,0.56,1.27,-0.02,304137,1721297165.905806
-0.25,0.86,-0.34,0.61,-21.06,9.95,0.57,0.79,-0.21,0.04,-17.99,-17.90,111.52,-25.50,-17.90,111.52,0.64,1.16,0.00,304138,1721297165.916776
-0.32,0.95,-0.41,4.82,-20.20,9.34,0.57,0.79,-0.21,0.04,-17.85,-17.80,111.74,-25.36,-17.80,111.74,0.56,1.25,-0.06,304139,1721297165.9287467
-0.28,0.88,-0.34,0.61,-21.00,9.83,0.57,0.79,-0.21,0.04,-17.66,-17.65,111.65,-25.17,-17.65,111.65,0.60,1.18,0.01,304140,1721297165.9392307
-0.38,0.99,-0.37,1.95,-21.55,9.70,0.57,0.79,-0.21,0.04,-17.36,-17.93,111.40,-24.87,-17.93,111.40,0.51,1.30,-0.02,304141,1721297165.9472094
-0.28,0.94,-0.31,1.53,-20.75,9.64,0.57,0.79,-0.21,0.04,-17.00,-17.61,110.88,-24.51,-17.61,110.88,0.61,1.24,0.03,304142,1721297165.9492042
-0.30,0.95,-0.40,15.75,-16.85,6.53,0.57,0.79,-0.20,0.04,-16.91,-17.42,111.28,-24.42,-17.42,111.28,0.59,1.25,-0.06,304143,1721297165.9512002
-0.28,0.92,-0.32,-7.57,-24.35,11.84,0.57,0.79,-0.20,0.04,-16.57,-17.21,110.84,-24.08,-17.21,110.84,0.61,1.21,0.02,304144,1721297165.9601755
-0.28,0.96,-0.42,12.88,-17.58,7.51,0.57,0.80,-0.20,0.04,-16.50,-16.91,111.25,-24.01,-16.91,111.25,0.61,1.25,-0.07,304145,1721297165.9691515
-0.27,0.95,-0.33,-5.07,-23.07,11.35,0.57,0.80,-0.20,0.04,-16.16,-16.62,110.83,-23.67,-16.62,110.83,0.63,1.23,0.01,304146,1721297165.9821167
-0.32,1.04,-0.37,8.97,-18.98,8.61,0.57,0.79,-0.19,0.04,-15.93,-16.59,110.69,-23.44,-16.59,110.69,0.57,1.32,-0.03,304147,1721297165.987103
-0.32,1.03,-0.29,-3.54,-22.95,11.41,0.58,0.79,-0.19,0.04,-15.53,-16.61,109.99,-23.04,-16.61,109.99,0.58,1.32,0.04,304148,1721297165.9990704
-0.27,0.95,-0.39,13.98,-16.78,7.20,0.58,0.79,-0.19,0.04,-15.43,-16.33,110.42,-22.94,-16.33,110.42,0.63,1.23,-0.05,304149,1721297166.005055
